


Company,Contacts,URL,"Company Description",Round,Date,Amount,"Round Investors","All Investors","Total Funding",Sector,Industry,Sub-Industry,Country,State,City
BountyJobs,31,http://www.bountyjobs.com,"BountyJobs guarantees efficient collaboration with the headhunter channel through a single Web-based application. It is the preferred contingent search solution for more than a third of the Fortune 500, with a marketplace featuring more than 10,000 approved headhunters.","Series A",2006-09-21,3.5,"John Osher;RPM Ventures;Tiger Global Management","Accel;Greylock Partners;John Osher;RPM Ventures;Tiger Global Management",25,Internet,"Internet Software & Services","HR & Workforce Management","United States","New York","New York"
"Kurtosys Systems",86,http://www.kurtosys.com,"Kurtosys is a global provider of digital marketing and client reporting tools that help asset managers attract and retain investor assets. The company uses digital media to transform the way that financial information is presented, shared and consumed. Kurtosys offers a broad range of fund marketing and investor servicing solutions – from Fund Factsheets and Fund Tools to Client Reporting and Secure Portals. Kurtosys helps brands connect with their clients using the power of online and mobile communications. The company's robust infrastructure and outsourcing services help eliminate unnecessary workflows and reduce costs; and its design services are dedicated to making financial data beautiful.","Series A",2006-09-19,3,"True Ventures","Triangle Peak Partners;True Ventures",29.68,Internet,"Internet Software & Services","Accounting & Finance","United States","New York","New York"
Vsocial,,http://www.vsocial.com,"vSocial powers online video sites. The company operates a white label video hosting and community product named vConnect for marketing and enterprise use. The platform is showcased on vSocial.com, the company's destination site for user-submitted videos.","Series A",2006-09-19,1.5,"Baseline Ventures;Consor Capital","Baseline Ventures;Consor Capital;Knights Bridge Capital Partners;Roger Ehrenberg",1.5,Internet,"Internet Software & Services",Social,"United States",Arizona,Tempe
Zui,,http://www.zui.com,"Zui, formerly KidZui, is the developer of a browser for children, an application that downloads on PCs, Macs, and computers with Firefox. The browser allows children to safely and independently search, share and discover parent and teacher approved websites, pictures, games and videos. The company also offers ZuiGames (a site for child-appropriate flash games) and ZuiTube (a site which allows kids to watch and explore kid-appropriate YouTube videos).    In September 2012, Zui was acquired by Saban Brands. The valuation of Zui was undisclosed. Other terms of the deal were not released.","Series A",2006-09-18,3,"Emergence Capital Partners;First Round Capital","Costella Kirsch;CVT;Emergence Capital Partners;First Round Capital;Maveron;Mission Ventures;Rose Tech Ventures;Saban Brands;Scholastic Corporation",16.4,Internet,"Internet Software & Services","Education & Training","United States",California,"San Diego"
"Interactive Advisory Software",42,http://www.interactiveadvisorysoftware.com,"Founded in 2001, Interactive Advisory Software is the industry‚„s leading wealth management software company, serving the needs of independent financial advisors and broker/dealers nationwide. From its inception, the motivation behind the company‚„s ‚…""one solution‚‚ technology platform has been to help clients manage and grow their businesses with minimum hassle and maximum efficiency. The Interactive wealth servicing software solution combines Portfolio Management, Financial Planning, Customer Relationship Management (CRM), Back Office Services/Reconciliation, Client Access Portals and Rebalancing.","Series A",2006-09-18,2,"Undisclosed Investors","Hanlon Investment Managment;TTV Capital;Undisclosed Investors",13.55,Internet,"Internet Software & Services","Accounting & Finance","United States",Georgia,Marietta
Motionbox,,http://www.motionbox.com,"Motionbox offers a service that allows users to upload, organize, enhance, and share their personal videos with family, friends & groups.","Series A",2006-09-18,4.2,"Canaan Partners;ITOCHU Techno-Solutions;SAS Investors","Canaan Partners;Hewlett-Packard;Highbridge Principal Strategies;ITOCHU Techno-Solutions;SAS Investors",17.2,Internet,"Internet Software & Services",Video,"United States","New York","New York"
Sermo,106,http://www.sermo.com,"Sermo, Inc. offers an online community for physicians to exchange observations and knowledge.  Per Sermo, physicians use the company's web site to aggregate observations from their daily practice and then challenge or corroborate each others' opinions, accelerating the emergence of trends and new insights on medications, devices and treatments.    In July 2012, Sermo was acquired by WorldOne. The valuation of Sermo was undisclosed. Other terms of the deal were not released.","Series A",2006-09-18,3,"Longworth Venture Partners","Allen & Company;Legg Mason;Longworth Venture Partners;MMV Financial;Softbank Capital;WorldOne",42.7,Internet,"Internet Software & Services",Healthcare,"United States",Massachusetts,Cambridge
Zumobi,25,http://www.zumobi.com,"Zumobi aims to make accessing, retrieving, and sharing Web-based content beyond traditional mobile browsers. Through what the company calls an intuitive, lush, high-framerate user interface called Tiles, Zumobi aims to allow people to easily ""bounce"" in and out of snack-sized bits information they need throughout the day, and the targeted entertainment they enjoy, while offering advertisers a better way to connect with consumers through their mobile phones.","Series A",2006-09-15,12,"Covera Ventures;Oak Investment Partners;SeaPoint Ventures","Covera Ventures;Oak Investment Partners;SeaPoint Ventures",12,Internet,"Internet Software & Services",,"United States",Washington,Seattle
Telaria,11,http://www.telaria.com,"Telaria, formerly Tremor Video, is an independent data-driven software platform built to monetize and manage premium video inventory with the greatest speed, control, and transparency, wherever and however audiences are watching.","Series A",2006-09-13,8.4,"Canaan Partners;Masthead Venture Partners","Canaan Partners;DFJ Growth Fund;EDBI;European Founders Fund;First Round Capital;General Catalyst;Keating Capital;Masthead Venture Partners;Meritech Capital Partners;Millennium Technology Value Partners;Public;Relay Ventures;Sapphire Ventures;Time Warner Investments;Triangle Peak Partners;W Capital Partners",116.4,Internet,"Internet Software & Services",Video,"United States","New York","New York"
"Trion Worlds",87,http://www.trionworlds.com,"Trion Worlds, formerly Trion World Networks, is a publisher and developer of premium games for the connected era. Through the company's development and publishing platform, Trion is changing the way games are developed, played and sold. Trion's team delivers dynamic and social games operated as live services across game genres and devices, including, Rift, End of Nations and Defiance.","Series A",2006-09-13,,"DCM Ventures;Trinity Ventures","Bertelsmann Digital Media Investments;DCM Ventures;Industry Ventures;Ontario Teacher's Pension Plan Board;Peacock Equity Fund;Rustic Canyon Partners;Time Warner Investments;Trinity Ventures",185,Internet,"Internet Software & Services",Gaming,"United States",California,"Redwood City"
Tripconnect,,http://www.tripconnect.com,"This company aims to allow users to make friends and acquire travel advice from them for any of their travel destinations that users may have. You can search airfare and hotels by their friends advice or own their own.","Series A",2006-09-12,1,"Masthead Venture Partners","Masthead Venture Partners",1,Internet,"Internet Software & Services",Travel,"United States","New York","New York"
Jobs2Web,,http://www.jobs2web.com,"Jobs2Web, formerly HotGigs, is a provider of interactive recruiting solutions. The company develops and implements technologies and services to enable employers to attract, capture and communicate with the exploding base of interactive job seekers.    In December 2011, Jobs2Web was acquired by SuccessFactors for an acquisition price of $110 million.","Series A",2006-09-11,,"Updata Partners","SuccessFactors;Undisclosed Angel Investors;Updata Partners",0.25,Internet,"Internet Software & Services","HR & Workforce Management","United States",Minnesota,Hopkins
Soonr,,http://www.soonr.com,"Soonr, founded in 2005, delivers a secure cloud service for business teams to work together on digital content from any device, anywhere in the world. SoonR is dedicated to making computer files available and useful to people anytime, through any mobile phone or Internet connected device. The Soonr service continuously and securely backs up computer files and allows users to easily search for, view, forward and share documents from wherever they are, and on whatever connected device they prefer. The company provides carriers and other partners with a branded, premium service and a compelling revenue model. The service works across worldwide carrier networks and major handset operating systems.","Series A",2006-09-11,6,"Clearstone Venture Partners;Intel Capital;Sand Hill Capital;Thomvest Ventures","Autotask;Cisco Systems;Clearstone Venture Partners;HighBar Partners;Intel Capital;Presidio Ventures;Sand Hill Capital;Thomvest Ventures",23,Internet,"Internet Software & Services","Data Storage","United States",California,Campbell
